comicID,title,issueNumber
8661,Excalibur (1988) #76,76
12177,X-Factor (1986) #101,101
54159,Star Wars: Droids (1994) #1,1
10616,The Punisher War Zone (1992) #26,26
17998,X-Force (1991) #33,33
9554,Iron Man (1968) #303,303
62292,Guardians of the Galaxy (1990) #47,47
53772,Classic Star Wars (1992) #18,18
14319,X-Men (1991) #31,31
54978,Scarlet Witch (1994) #4,4
58272,Secret Defenders (1993) #14,14
43368,X-Men 2099 (1993) #7,7
51179,War Machine (1994) #1,1
10067,Marvel Comics Presents (1988) #150,150
12176,X-Factor (1986) #100,100
14666,"Peter Parker, the Spectacular Spider-Man (1976) #210",210
7806,Captain America (1968) #425,425
11800,Thor (1966) #472,472
10282,Marvels (1994) #3,3
10065,Marvel Comics Presents (1988) #149,149
6801,The Amazing Spider-Man (1963) #387,387
7255,Avengers (1963) #372,372
20227,"Doctor Strange, Sorcerer Supreme (1988) #63",63
8325,Daredevil (1964) #326,326
15231,Silver Surfer (1987) #90,90
11986,Web of Spider-Man (1985) #110,110
18946,Quasar (1989) #56,56
7470,Cable (1993) #9,9
9226,Incredible Hulk (1962) #415,415
13851,Uncanny X-Men (1963) #310,310
18363,What If? (1989) #59,59
18431,Warlock and the Infinity Watch (1992) #26,26
10805,Spider-Man (1990) #44,44
10873,Spider-Man 2099 (1992) #17,17
14202,Wolverine (1988) #79,79
10615,The Punisher War Zone (1992) #25,25
22222,Punisher War Journal (1988) #64,64
17997,X-Force (1991) #32,32
9553,Iron Man (1968) #302,302
62291,Guardians of the Galaxy (1990) #46,46
53771,Classic Star Wars (1992) #17,17
14318,X-Men (1991) #30,30
54977,Scarlet Witch (1994) #3,3
18143,X-Men Unlimited (1993) #4,4
13212,Fantastic Four (1961) #386,386
43367,X-Men 2099 (1993) #6,6
64868,The Punisher (1987) #88,88
58264,Cosmic Powers (1994) #1,1
66891,Hawkeye (1994) #3,3
27634,Gambit (1993) #4,4
65255,Spider-Man: The Mutant Agenda (1994) #1,1
58271,Secret Defenders (1993) #13,13
50517,Mort The Dead Teenager (1993) #4,4
62608,Venom: The Enemy Within (1994) #2,2
12672,Alpha Flight (1983) #130,130
53430,Ravage 2099 (1992) #15,15
60145,New Warriors (1990) #45,45
8660,Excalibur (1988) #75,75
10064,Marvel Comics Presents (1988) #148,148
10063,Marvel Comics Presents (1988) #147,147
23490,Warlock Chronicles (1993) #8,8
12322,X-Factor (1986) #99,99
15229,Silver Surfer (1987) #89,89
11984,Web of Spider-Man (1985) #109,109
18362,What If? (1989) #58,58
18430,Warlock and the Infinity Watch (1992) #25,25
7459,Cable (1993) #8,8
10804,Spider-Man (1990) #43,43
20754,Daredevil: The Man Without Fear (1993) #5,5
10872,Spider-Man 2099 (1992) #16,16
14201,Wolverine (1988) #78,78
7805,Captain America (1968) #424,424
11799,Thor (1966) #471,471
10281,Marvels (1994) #2,2
6800,The Amazing Spider-Man (1963) #386,386
7254,Avengers (1963) #371,371
9552,Iron Man (1968) #301,301
20226,"Doctor Strange, Sorcerer Supreme (1988) #62",62
8324,Daredevil (1964) #325,325
18945,Quasar (1989) #55,55
14664,"Peter Parker, the Spectacular Spider-Man (1976) #209",209
9225,Incredible Hulk (1962) #414,414
13850,Uncanny X-Men (1963) #309,309
66890,Hawkeye (1994) #2,2
70378,Punisher Invades The 'Nam: Final Invasion (1994) #1,1
14316,X-Men (1991) #29,29
27633,Gambit (1993) #3,3
65254,Spider-Man: The Mutant Agenda (1994),0
58270,Secret Defenders (1993) #12,12
50516,Mort The Dead Teenager (1993) #3,3
62607,Venom: The Enemy Within (1994) #1,1
54975,Scarlet Witch (1994) #2,2
8659,Excalibur (1988) #74,74
53429,Punisher 2099 (1993) #13,13
10614,The Punisher War Zone (1992) #24,24
22221,Punisher War Journal (1988) #63,63
17996,X-Force (1991) #31,31
62290,Guardians of the Galaxy (1990) #45,45
53770,Classic Star Wars (1992) #16,16
12670,Alpha Flight (1983) #129,129
13211,Fantastic Four (1961) #385,385
53428,Doom 2099 (1993) #14,14
43366,X-Men 2099 (1993) #5,5
71483,Captain Marvel (1994) #1,1
64869,The Punisher (1987) #87,87
54570,Star Wars: Tales Of The Jedi (1993) #5,5
8706,Fantastic Four Annual (1963) #27,27
6938,Avengers Annual (1967) #23,23
10062,Marvel Comics Presents (1988) #146,146
17878,Captain America Annual (1971) #13,13
6799,The Amazing Spider-Man (1963) #385,385
7253,Avengers (1963) #370,370
9551,Iron Man (1968) #300,300
20225,"Doctor Strange, Sorcerer Supreme (1988) #61",61
7448,Cable (1993) #7,7
8323,Daredevil (1964) #324,324
18944,Quasar (1989) #54,54
14663,"Peter Parker, the Spectacular Spider-Man (1976) #208",208
9224,Incredible Hulk (1962) #413,413
13849,Uncanny X-Men (1963) #308,308
17789,Avengers West Coast (1985) #102,102
23489,Warlock Chronicles (1993) #7,7
12321,X-Factor (1986) #98,98
11983,Web of Spider-Man (1985) #108,108
18361,What If? (1989) #57,57
18429,Warlock and the Infinity Watch (1992) #24,24
10803,Spider-Man (1990) #42,42
20753,Daredevil: The Man Without Fear (1993) #4,4
10871,Spider-Man 2099 (1992) #15,15
14200,Wolverine (1988) #77,77
10061,Marvel Comics Presents (1988) #145,145
7804,Captain America (1968) #423,423
10280,Marvels (1994) #1,1
11798,Thor (1966) #470,470
62289,Guardians of the Galaxy (1990) #44,44
62315,Secret Defenders (1993) #11,11
53533,X-Men: The Wedding Album (1994) #1,1
12669,Alpha Flight (1983) #128,128
13210,Fantastic Four (1961) #384,384
16680,Thor Annual (1966) #19,19
43365,X-Men 2099 (1993) #4,4
64870,The Punisher (1987) #86,86
54569,Star Wars: Tales Of The Jedi (1993) #4,4
66889,Hawkeye (1994) #1,1
14315,X-Men (1991) #28,28
53427,2099 Unlimited (1993) #3,3
27632,Gambit (1993) #2,2
15228,Silver Surfer (1987) #88,88
50515,Mort The Dead Teenager (1993) #2,2
16877,Incredible Hulk Annual (1968) #20,20
54974,Scarlet Witch (1994) #1,1
18278,Wonder Man (1991) #29,29
65022,Venom: The Madness (1993) #3,3
70195,X-Men Annual (1991) #3,3
8658,Excalibur (1988) #73,73
16903,Amazing Spider-Man Annual (1964) #28,28
10613,The Punisher War Zone (1992) #23,23
22220,Punisher War Journal (1988) #62,62
17995,X-Force (1991) #30,30
10060,Marvel Comics Presents (1988) #144,144
23488,Warlock Chronicles (1993) #6,6
12320,X-Factor (1986) #97,97
18132,X-Men Unlimited (1993) #3,3
11982,Web of Spider-Man (1985) #107,107
18360,What If? (1989) #56,56
18428,Warlock and the Infinity Watch (1992) #23,23
18277,Wonder Man (1991) #28,28
10802,Spider-Man (1990) #41,41
20752,Daredevil: The Man Without Fear (1993) #3,3
10870,Spider-Man 2099 (1992) #14,14
14199,Wolverine (1988) #76,76
7803,Captain America (1968) #422,422
11797,Thor (1966) #469,469
6798,The Amazing Spider-Man (1963) #384,384
20224,"Doctor Strange, Sorcerer Supreme (1988) #60",60
12668,Alpha Flight (1983) #127,127
8322,Daredevil (1964) #323,323
18943,Quasar (1989) #53,53
10059,Marvel Comics Presents (1988) #143,143
14662,"Peter Parker, the Spectacular Spider-Man (1976) #207",207
9223,Incredible Hulk (1962) #412,412
13848,Uncanny X-Men (1963) #307,307
17788,Avengers West Coast (1985) #101,101
7437,Cable (1993) #6,6
7251,Avengers (1963) #369,369
8657,Excalibur (1988) #72,72
27631,Gambit (1993) #1,1
53769,Classic Star Wars (1992) #15,15
15227,Silver Surfer (1987) #87,87
50514,Mort The Dead Teenager (1993) #1,1
65021,Venom: The Madness (1993) #2,2
62807,Wolverine and The Punisher: Damaging Evidence (1993) #3,3
9548,Iron Man (1968) #299,299
66896,Lethal Foes of Spider-Man (1993) #4,4
61983,Jessica Jones (2016) #1 (Christopher Action Figure Variant),1
56062,Uncanny X-Men (2016) #14,14
61962,Death of X (2016) #1 (Kuder Teaser Variant),1
61861,All-New Wolverine (2015) #13 (Art Adams Champions Variant),13
55535,Invincible Iron Man (2015) #14,14
61854,Champions (2016) #1 (Fosgitt Party Sketch Variant),1
60429,Death of X (2016) #1,1
55431,Doctor Strange: The Fate of Dreams Prose Novel (Hardcover),0
61953,Deadpool: Back in Black (2016) #1 (Liefield Variant),1
61884,Jessica Jones (2016) #1 (Sliney Champions Variant),1
61855,Champions (2016) #1 (Ramos Premiere Variant),1
60289,Enchanted Tiki Room (2016) #1,1
59842,Spider-Man: Clone Saga Omnibus Vol. 1 (Hardcover),0
55750,Squadron Supreme (2015) #12,12
56444,All-New Wolverine (2015) #13,13
61849,Champions (2016) #1 (Christopher Now! Action Figure Variant),1
61856,Champions (2016) #1 (Blank Cover Variant),1
61871,Doctor Strange (2015) #12 (Mcniven Champions Variant),12
62000,Deadpool: Back in Black (2016) #1 (Liefield Sketch Variant),1
61985,Jessica Jones (2016) #1 (Maleev Variant),1
59752,The Unbeatable Squirrel Girl Beats Up the Marvel Universe (Hardcover),0
55728,Spider-Man 2099 (2015) #16,16
61999,Cage! (2016) #1 (Scott Run the Jewels Variant),1
60412,Enchanted Tiki Room (2016) #1 (Grandt Connecting Variant),1
57107,Scarlet Witch (2015) #11,11
61960,Death of X (2016) #1 (Kuder Sketch Variant),1
61851,Champions (2016) #1 (Young Variant),1
59835,Hawkeye Vol. 3 (Hardcover),0
61946,Deadpool & the Mercs for Money (2016) #4 (Mckone Variant),4
60354,Empress (2016) #7 (Immonen Variant),7
60978,Enchanted Tiki Room (2016) #1 (Grandt Orange Bird Variant),1
61826,Jessica Jones (2016) #1 (Veregge Black Panther 50th Anniversary Variant),1
61963,Death of X (2016) #1 (Guice Classic Variant),1
61343,All-New Wolverine (2015) #13 (Lim Variant),13
61830,Champions (2016) #1 (Rahzzah Hip-Hop Variant),1
61841,Power Man & Iron Fist Epic Collection: Revenge! (Trade Paperback),0
61948,Deadpool & the Mercs for Money (2016) #4 (Johnson Story Thus Far Variant),4
61442,Champions (2016) #1,1
60012,The Amazing Spider-Man (2015) #19 (Kubert Variant),19
61838,Jessica Jones (2016) #1 (Dekal Hip-Hop Variant),1
61964,Death of X (2016) #1 (Blank Cover Variant),1
59529,Cage! (2016) #1,1
61853,Champions (2016) #1 (Fosgitt Party Variant),1
59925,Vote Loki (Trade Paperback),0
57905,Deadpool: Too Soon? Infinite Comic (2016) #7,7
57151,Spidey (2015) #11,11
61852,Champions (2016) #1 (Ross Variant),1
61869,Champions (2016) #1 (Brooks Champions Variant),1
61185,Doctor Strange (2015) #12 (Guice Defenders Variant),12
61954,Deadpool: Back in Black (2016) #1 (Lim Variant),1
61984,Jessica Jones (2016) #1 (Aja Variant),1
56860,Doctor Strange Vol. 2: The Last Days of Magic (Hardcover),0
61998,Cage! (2016) #1 (D'alfonso Hip-Hop Variant),1
55426,Doctor Strange (2015) #12,12
61599,Jessica Jones (2016) #1,1
58857,The Uncanny X-Men Omnibus Vol. 2 (Hardcover),0
61850,Champions (2016) #1 (Christopher Classic Action Figure Variant),1
61873,Doctor Strange (2015) #12 (Guice Classic Variant),12
61779,Deadpool: Back in Black (2016) #1 (Contest of Champions Game Variant),1
58673,Color Your Own Doctor Strange (Trade Paperback),0
59634,Marvel Universe Avengers: Ultron Revolution (2016) #4,4
61997,Cage! (2016) #1 (Von Eeden Classic Variant),1
60270,Ultimate Spider-Man Infinite Comic (2016) #10,10
56592,Captain Marvel (2016) #9,9
59709,X-Men: Apocalypse Wars (Hardcover),0
60203,Captain America: Steve Rogers (2016) #5 (Chen Marvel Tsum Tsum Takeover Variant),5
59976,Han Solo (2016) #4 (Fagan Variant),4
56278,Captain America: Sam Wilson Vol. 2 - Standoff (Trade Paperback),0
57051,Nova (2015) #11,11
57240,Thunderbolts (2016) #5,5
60087,Star Wars (2015) #23 (Dodson Mile High Variant),23
61182,Captain Marvel (2016) #9 (Samnee Defenders Variant),9
58470,Shang-Chi: Master of Kung Fu Omnibus Vol. 2 Cassaday Cover (Hardcover),0
61081,Spider-Man/Deadpool (2016) #9 (Tedesco Story Thus Far Variant),9
59837,Marvel Universe Doctor Strange (Digest),0
52567,Spider-Man/Deadpool (2016) #9,9
57706,Guidebook To The Marvel Cinematic Universe - Marvel's Avengers: Age Of Ultron (2016) #1,1
55688,Spider-Gwen (2015) #12,12
60137,New Avengers (2015) #16,16
61202,Star Wars (2015) #23 (Molina Variant),23
59623,Civil War II: Kingpin (2016) #3,3
57883,CIVIL WAR II: ULYSSES INFINITE COMIC (2016) #6,6
58770,Nighthawk (2016) #5,5
57336,Web Warriors (2015) #11,11
60615,Deadpool Annual (2016) #1,1
60231,Spider-Man: The Complete Clone Saga Epic Book 1 (Trade Paperback),0
57368,X-Men '92 (2016) #7,7
56843,Deadpool (2015) #19 (Koblish Secret Comic Variant),19
61138,Thunderbolts (2016) #5 (Cosplay Variant),5
56567,Captain America: Sam Wilson (2015) #13,13
57265,Ultimates (2015) #11,11
61236,Web Warriors (2015) #11 (Allred Variant),11
58980,The Amazing Spider-Man Omnibus Vol. 2 (Hardcover),0
55608,Rocket Raccoon & Groot (2016) #10,10
55355,"All-New, All-Different Avengers Vol. 2: Family Business (Trade Paperback)",0
61139,Ultimates (2015) #11 (Cosplay Variant),11
61194,Star Wars (2015) #3 (Christopher Action Figure Variant),3
61218,The Unbeatable Squirrel Girl (2015) #12 (Cosplay Variant),12
60631,Doctor Strange Annual (2016) #1,1
55446,Extraordinary X-Men (2015) #14,14
9548,Iron Man (1968) #299,299
22219,Punisher War Journal (1988) #61,61
66896,Lethal Foes of Spider-Man (1993) #4,4
71615,Thor Corps (1993) #4,4
62288,Guardians of the Galaxy (1990) #43,43
62314,Secret Defenders (1993) #10,10
43364,X-Men 2099 (1993) #3,3
13209,Fantastic Four (1961) #383,383
64871,The Punisher (1987) #85,85
55895,Avengers: The Terminatrix Objective (1993) #4,4
54568,Star Wars: Tales Of The Jedi (1993) #3,3
60112,Nomad (1992) #20,20
10058,Marvel Comics Presents (1988) #142,142
54567,Star Wars: Tales Of The Jedi (1993) #2,2
14198,Wolverine (1988) #75,75
10869,Spider-Man 2099 (1992) #13,13
6797,The Amazing Spider-Man (1963) #383,383
11796,Thor (1966) #468,468
8321,Daredevil (1964) #322,322
18942,Quasar (1989) #52,52
9222,Incredible Hulk (1962) #411,411
13847,Uncanny X-Men (1963) #306,306
14661,"Peter Parker, the Spectacular Spider-Man (1976) #206",206
7250,Avengers (1963) #368,368
17787,Avengers West Coast (1985) #100,100
23487,Warlock Chronicles (1993) #5,5
12319,X-Factor (1986) #96,96
18359,What If? (1989) #55,55
18427,Warlock and the Infinity Watch (1992) #22,22
11981,Web of Spider-Man (1985) #106,106
10057,Marvel Comics Presents (1988) #141,141
20751,Daredevil: The Man Without Fear (1993) #2,2
10801,Spider-Man (1990) #40,40
7426,Cable (1993) #5,5
23312,Infinity Crusade (1993) #6,6
8456,Deadpool: The Circle Chase (1993) #4,4
7802,Captain America (1968) #421,421
9547,Iron Man (1968) #298,298
8656,Excalibur (1988) #71,71
22218,Punisher War Journal (1988) #60,60
66895,Lethal Foes of Spider-Man (1993) #3,3
71614,Thor Corps (1993) #3,3
62287,Guardians of the Galaxy (1990) #42,42
62313,Secret Defenders (1993) #9,9
12667,Alpha Flight (1983) #126,126
13208,Fantastic Four (1961) #382,382
43363,X-Men 2099 (1993) #2,2
61922,Cage (1992) #20,20
17992,X-Force (1991) #28,28
20222,"Doctor Strange, Sorcerer Supreme (1988) #59",59
22678,Ghost Rider (1990) #43,43
53768,Classic Star Wars (1992) #14,14
14313,X-Men (1991) #26,26
15226,Silver Surfer (1987) #86,86
18276,Wonder Man (1991) #27,27
55894,Avengers: The Terminatrix Objective (1993) #3,3
65020,Venom: The Madness (1993) #1,1
62806,Wolverine and The Punisher: Damaging Evidence (1993) #2,2
10056,Marvel Comics Presents (1988) #140,140
10054,Marvel Comics Presents (1988) #139,139
23486,Warlock Chronicles (1993) #4,4
12318,X-Factor (1986) #95,95
18358,What If? (1989) #54,54
15225,Silver Surfer (1987) #85,85
18426,Warlock and the Infinity Watch (1992) #21,21
11980,Web of Spider-Man (1985) #105,105
20750,Daredevil: The Man Without Fear (1993) #1,1
17841,Avengers West Coast (1985) #99,99
23311,Infinity Crusade (1993) #5,5
8455,Deadpool: The Circle Chase (1993) #3,3
7801,Captain America (1968) #420,420
10868,Spider-Man 2099 (1992) #12,12
14197,Wolverine (1988) #74,74
6796,The Amazing Spider-Man (1963) #382,382
10053,Marvel Comics Presents (1988) #138,138
11795,Thor (1966) #467,467
8320,Daredevil (1964) #321,321
10799,Spider-Man (1990) #39,39
18941,Quasar (1989) #51,51
9221,Incredible Hulk (1962) #410,410
13846,Uncanny X-Men (1963) #305,305
7249,Avengers (1963) #367,367
14660,"Peter Parker, the Spectacular Spider-Man (1976) #205",205
8655,Excalibur (1988) #70,70
20221,"Doctor Strange, Sorcerer Supreme (1988) #58",58
53767,Classic Star Wars (1992) #13,13
15517,Marvel Super-Heroes (1992) #15,15
53426,2099 Unlimited (1993) #2,2
14312,X-Men (1991) #25,25
18275,Wonder Man (1991) #26,26
65019,Venom: Funeral Pyre (1993) #3,3
62805,Wolverine and The Punisher: Damaging Evidence (1993) #1,1
55893,Avengers: The Terminatrix Objective (1993) #2,2
9546,Iron Man (1968) #297,297
53532,X-Men Annual (1991) #2,2
66894,Lethal Foes of Spider-Man (1993) #2,2
71613,Thor Corps (1993) #2,2
62286,Guardians of the Galaxy (1990) #41,41
62312,Secret Defenders (1993) #8,8
12666,Alpha Flight (1983) #125,125
53532,X-Men Annual (1991) #2,2
62286,Guardians of the Galaxy (1990) #41,41
62312,Secret Defenders (1993) #8,8
71613,Thor Corps (1993) #2,2
12666,Alpha Flight (1983) #125,125
13207,Fantastic Four (1961) #381,381
10052,Marvel Comics Presents (1988) #137,137
14196,Wolverine (1988) #73,73
17840,Avengers West Coast (1985) #98,98
10867,Spider-Man 2099 (1992) #11,11
23310,Infinity Crusade (1993) #4,4
8454,Deadpool: The Circle Chase (1993) #2,2
7800,Captain America (1968) #419,419
11794,Thor (1966) #466,466
6795,The Amazing Spider-Man (1963) #381,381
8319,Daredevil (1964) #320,320
10798,Spider-Man (1990) #38,38
18121,X-Men Unlimited (1993) #2,2
18940,Quasar (1989) #50,50
14659,"Peter Parker, the Spectacular Spider-Man (1976) #204",204
9220,Incredible Hulk (1962) #409,409
13845,Uncanny X-Men (1963) #304,304
7248,Avengers (1963) #366,366
10051,Marvel Comics Presents (1988) #136,136
14311,X-Men (1991) #24,24
15224,Silver Surfer (1987) #84,84
23485,Warlock Chronicles (1993) #3,3
11979,Web of Spider-Man (1985) #104,104
18357,What If? (1989) #53,53
18425,Warlock and the Infinity Watch (1992) #20,20
8653,Excalibur (1988) #69,69
9545,Iron Man (1968) #296,296
66893,Lethal Foes of Spider-Man (1993) #1,1
62285,Guardians of the Galaxy (1990) #40,40
62311,Secret Defenders (1993) #7,7
71612,Thor Corps (1993) #1,1
12665,Alpha Flight (1983) #124,124
13206,Fantastic Four (1961) #380,380
55892,Avengers: The Terminatrix Objective (1993) #1,1
61920,Cage (1992) #18,18
73980,U.S.Agent (1993) #4,4
17990,X-Force (1991) #26,26
10608,The Punisher War Zone (1992) #19,19
20220,"Doctor Strange, Sorcerer Supreme (1988) #57",57
53766,Classic Star Wars (1992) #12,12
12317,X-Factor (1986) #94,94
18274,Wonder Man (1991) #25,25
22676,Ghost Rider (1990) #41,41
65018,Venom: Funeral Pyre (1993) #2,2
10050,Marvel Comics Presents (1988) #135,135
9219,Incredible Hulk (1962) #408,408
13844,Uncanny X-Men (1963) #303,303
7247,Avengers (1963) #365,365
14310,X-Men (1991) #23,23
8317,Daredevil (1964) #319,319
15223,Silver Surfer (1987) #83,83
23484,Warlock Chronicles (1993) #2,2
12316,X-Factor (1986) #93,93
11978,Web of Spider-Man (1985) #103,103
18356,What If? (1989) #52,52
18938,Quasar (1989) #49,49
14195,Wolverine (1988) #72,72
17839,Avengers West Coast (1985) #97,97
10866,Spider-Man 2099 (1992) #10,10
23309,Infinity Crusade (1993) #3,3
8453,Deadpool: The Circle Chase (1993) #1,1
7799,Captain America (1968) #418,418
11793,Thor (1966) #465,465
10049,Marvel Comics Presents (1988) #134,134
6794,The Amazing Spider-Man (1963) #380,380
10797,Spider-Man (1990) #37,37
18423,Warlock and the Infinity Watch (1992) #19,19
14658,"Peter Parker, the Spectacular Spider-Man (1976) #203",203
8652,Excalibur (1988) #68,68
17989,X-Force (1991) #25,25
61806,Guardians of the Galaxy (1990) #39,39
20219,"Doctor Strange, Sorcerer Supreme (1988) #56",56
13204,Fantastic Four (1961) #379,379
61796,Guardians of the Galaxy Annual (1991) #3,3
18273,Wonder Man (1991) #24,24
65017,Venom: Funeral Pyre (1993) #1,1
9544,Iron Man (1968) #295,295
38034,Spider-Man Unlimited (1993) #2,2
62310,Secret Defenders (1993) #6,6
12664,Alpha Flight (1983) #123,123
51128,Invaders (1993) #4,4
61919,Cage (1992) #17,17
7415,Cable (1993) #4,4
73979,U.S.Agent (1993) #3,3
10048,Marvel Comics Presents (1988) #133,133
11792,Thor (1966) #464,464
10910,Spider-Man 2099 (1992) #9,9
10796,Spider-Man (1990) #36,36
18422,Warlock and the Infinity Watch (1992) #18,18
14657,"Peter Parker, the Spectacular Spider-Man (1976) #202",202
10047,Marvel Comics Presents (1988) #132,132
9218,Incredible Hulk (1962) #407,407
13843,Uncanny X-Men (1963) #302,302
7246,Avengers (1963) #364,364
6792,The Amazing Spider-Man (1963) #379,379
7246,Avengers (1963) #364,364
6792,The Amazing Spider-Man (1963) #379,379
14309,X-Men (1991) #22,22
23483,Warlock Chronicles (1993) #1,1
12315,X-Factor (1986) #92,92
8316,Daredevil (1964) #318,318
15222,Silver Surfer (1987) #82,82
11977,Web of Spider-Man (1985) #102,102
18355,What If? (1989) #51,51
18272,Wonder Man (1991) #23,23
18937,Quasar (1989) #48,48
15516,Marvel Super-Heroes (1992) #14,14
17838,Avengers West Coast (1985) #96,96
14194,Wolverine (1988) #71,71
8651,Excalibur (1988) #67,67
9543,Iron Man (1968) #294,294
23482,Venom: Lethal Protector (1993) #6,6
62309,Secret Defenders (1993) #5,5
12663,Alpha Flight (1983) #122,122
53765,Classic Star Wars (1992) #11,11
51127,Invaders (1993) #3,3
61918,Cage (1992) #16,16
73978,U.S.Agent (1993) #2,2
17988,X-Force (1991) #24,24
20218,"Doctor Strange, Sorcerer Supreme (1988) #55",55
22673,Ghost Rider (1990) #39,39
61805,Guardians of the Galaxy (1990) #38,38
13203,Fantastic Four (1961) #378,378
7404,Cable (1993) #3,3
53425,2099 Unlimited (1993) #1,1
10046,Marvel Comics Presents (1988) #131,131
7245,Avengers (1963) #363,363
6791,The Amazing Spider-Man (1963) #378,378
14308,X-Men (1991) #21,21
12314,X-Factor (1986) #91,91
8315,Daredevil (1964) #317,317
15221,Silver Surfer (1987) #81,81
11976,Web of Spider-Man (1985) #101,101
18354,What If? (1989) #50,50
18271,Wonder Man (1991) #22,22
18936,Quasar (1989) #47,47
18110,X-Men Unlimited (1993) #1,1
17837,Avengers West Coast (1985) #95,95
14193,Wolverine (1988) #70,70
23307,Infinity Crusade (1993) #1,1
7797,Captain America (1968) #416,416
9542,Iron Man (1968) #293,293
11791,Thor (1966) #463,463
10909,Spider-Man 2099 (1992) #8,8
10795,Spider-Man (1990) #35,35
18421,Warlock and the Infinity Watch (1992) #17,17
14656,"Peter Parker, the Spectacular Spider-Man (1976) #201",201
9217,Incredible Hulk (1962) #406,406
13842,Uncanny X-Men (1963) #301,301
8650,Excalibur (1988) #66,66
20217,"Doctor Strange, Sorcerer Supreme (1988) #54",54
13202,Fantastic Four (1961) #377,377
51093,Fight Man (1993) #1,1
23481,Venom: Lethal Protector (1993) #5,5
61804,Guardians of the Galaxy (1990) #37,37
62308,Secret Defenders (1993) #4,4
7393,Cable (1993) #2,2
12662,Alpha Flight (1983) #121,121
53764,Classic Star Wars (1992) #10,10
51126,Invaders (1993) #2,2
61917,Cage (1992) #15,15
57830,Silver Surfer/Warlock: Resurrection (1993) #4,4
69167,New Warriors (1990) #36,36
73977,U.S.Agent (1993) #1,1
17987,X-Force (1991) #23,23
47716,Uncanny X-Men Annual (1992) #17,17
10045,Marvel Comics Presents (1988) #130,130
18352,What If? (1989) #49,49
10908,Spider-Man 2099 (1992) #7,7
10794,Spider-Man (1990) #34,34
18420,Warlock and the Infinity Watch (1992) #16,16
14191,Wolverine (1988) #69,69
10043,Marvel Comics Presents (1988) #129,129
14655,"Peter Parker, the Spectacular Spider-Man (1976) #200",200
9216,Incredible Hulk (1962) #405,405
13841,Uncanny X-Men (1963) #300,300
7244,Avengers (1963) #362,362
6790,The Amazing Spider-Man (1963) #377,377
14307,X-Men (1991) #20,20
20216,"Doctor Strange, Sorcerer Supreme (1988) #53",53
12313,X-Factor (1986) #90,90
8314,Daredevil (1964) #316,316
15220,Silver Surfer (1987) #80,80
11975,Web of Spider-Man (1985) #100,100
18270,Wonder Man (1991) #21,21
18935,Quasar (1989) #46,46
17836,Avengers West Coast (1985) #94,94
22671,Ghost Rider (1990) #37,37
7796,Captain America (1968) #415,415
9541,Iron Man (1968) #292,292
11790,Thor (1966) #462,462
7374,Cable (1993) #1,1
8649,Excalibur (1988) #65,65
23480,Venom: Lethal Protector (1993) #4,4
61803,Guardians of the Galaxy (1990) #36,36
62307,Secret Defenders (1993) #3,3
12661,Alpha Flight (1983) #120,120
53763,Classic Star Wars (1992) #9,9
38033,Spider-Man Unlimited (1993) #1,1
27751,"Nick Fury, Agent of S.H.I.E.L.D. (1989) #47",47
51125,Invaders (1993) #1,1
57829,Silver Surfer/Warlock: Resurrection (1993) #3,3
69166,New Warriors (1990) #35,35
61916,Cage (1992) #14,14
17986,X-Force (1991) #22,22
22211,Punisher War Journal (1988) #54,54
13201,Fantastic Four (1961) #376,376
10042,Marvel Comics Presents (1988) #128,128
6789,The Amazing Spider-Man (1963) #376,376
7243,Avengers (1963) #361,361
8313,Daredevil (1964) #315,315
10041,Marvel Comics Presents (1988) #127,127
18269,Wonder Man (1991) #20,20
18934,Quasar (1989) #45,45
17835,Avengers West Coast (1985) #93,93
7795,Captain America (1968) #414,414
9540,Iron Man (1968) #291,291
11789,Thor (1966) #461,461
14305,X-Men (1991) #19,19
22670,Ghost Rider (1990) #36,36
12311,X-Factor (1986) #89,89
15218,Silver Surfer (1987) #79,79
18351,What If? (1989) #48,48
12101,Web of Spider-Man (1985) #99,99
10793,Spider-Man (1990) #33,33
18419,Warlock and the Infinity Watch (1992) #15,15
10907,Spider-Man 2099 (1992) #6,6
14652,"Peter Parker, the Spectacular Spider-Man (1976) #199",199
14190,Wolverine (1988) #68,68
17985,X-Force (1991) #21,21
9215,Incredible Hulk (1962) #404,404
13840,Uncanny X-Men (1963) #299,299
8648,Excalibur (1988) #64,64
20215,"Doctor Strange, Sorcerer Supreme (1988) #52",52
13200,Fantastic Four (1961) #375,375
12659,Alpha Flight (1983) #119,119
62561,Sensational She-Hulk (1989) #50,50
23479,Venom: Lethal Protector (1993) #3,3
61802,Guardians of the Galaxy (1990) #35,35
62306,Secret Defenders (1993) #2,2
53762,Classic Star Wars (1992) #8,8
27750,"Nick Fury, Agent of S.H.I.E.L.D. (1989) #46",46
57828,Silver Surfer/Warlock: Resurrection (1993) #2,2
69165,New Warriors (1990) #34,34
61915,Cage (1992) #13,13
22210,Punisher War Journal (1988) #53,53
10040,Marvel Comics Presents (1988) #126,126
12310,X-Factor (1986) #88,88
15217,Silver Surfer (1987) #78,78
18350,What If? (1989) #47,47
12100,Web of Spider-Man (1985) #98,98
22669,Ghost Rider (1990) #35,35
10792,Spider-Man (1990) #32,32
10039,Marvel Comics Presents (1988) #125,125
18418,Warlock and the Infinity Watch (1992) #14,14
