comicID,title,issueNumber
27999,Marvel Masterworks: Atlas Era Tales to Astonish Vol. 3 (Hardcover),0
29273,Deadpool Corps: Rank and Foul (2010) #1,1
28718,Peter Parker (2009) #1,1
28986,X-Men Origins: Nightcrawler (2010) #1,1
30554,The Marvels Project (2009) #7,7
30563,The Stand: Soul Survivors (2009) #5 (PERKINS VARIANT),5
31446,Free Comic Book Day (2010) #1,1
28754,Avengers: The Initiative - Dreams and Nightmares (Hardcover),0
29116,Black Widow: Web of Intrigue (Hardcover),0
28838,Thor: Tales of Asgard by Stan Lee & Jack Kirby (Hardcover),0
28778,Deadpool: Suicide Kings (Trade Paperback),0
30619,Uncanny X-Men (1963) #522,522
32467,Uncanny X-Men (1963) #522 (VARIANT),522
30301,Amazing Spider-Man (1999) #626,626
32518,Captain America: Reborn (Hardcover),0
30457,Marvel Adventures Spider-Man (2005) #61,61
32524,Millar & Mcniven's Nemesis (2010) #1 (YU VARIANT),1
30556,The Marvels Project (2009) #7 (PAREL VARIANT),7
32377,New Ultimates Cho Poster (2010) #1,1
29069,Iron Man: Iron Monger (Hardcover),0
32337,Siege (2009) #3 (QUESADA SKETCH VARIANT),3
30160,Prelude to Deadpool Corps (2010) #3,3
29805,Marvel Boy: The Uranian (2010) #3,3
30267,X-Factor Forever (2010) #1,1
32248,Captain America MGC (2010) #1,1
30565,Torch (2009) #6,6
30470,Siege (2009) #3,3
29872,Wolverine Origins (2006) #45,45
31632,Wolverine Origins (2006) #45 (DEADPOOL VARIANT),45
30398,Deathlok (2009) #5,5
30762,Avengers Vs. Atlas (2010) #3 (VARIANT),3
28882,New Mutants Classic Vol. 5 (Trade Paperback),0
29949,Doomwar (2010) #2,2
31071,Incredible Hulks (2009) #608 (VARIANT),608
30300,Amazing Spider-Man (1999) #625,625
29955,Women of Marvel: Celebrating Seven Decades (2010) #1,1
28770,Dark Avengers: Ares (Trade Paperback),0
31281,Siege (2009) #2 (2ND PRINTING VARIANT),2
30246,X-23 (2010) #1,1
29596,Dark Avengers (2009) #15,15
32376,New Ultimates Cho Poster (2010) #1,1
30722,Hercules: Fall of an Avenger (2010) #1,1
31086,Hulk (2008) #21 (VARIANT),21
30540,Spider-Woman (2009) #7,7
30194,Siege: Embedded (2010) #3,3
29111,Avengers: Standoff (Hardcover),0
28820,Punisher Noir (Hardcover),0
29070,Iron Man: Iron Monger (Hardcover),0
29165,Iron Man: The End (Trade Paperback),0
30395,Deadpool: Merc with a Mouth (2009) #9,9
29010,Guardians of the Galaxy (2008) #24,24
31303,Spider-Man & the Secret Wars (2009) #4,4
32299,Siege (2009) #3 (QUESADA VARIANT),3
30416,Hulk (2008) #21,21
29961,Invincible Iron Man (2008) #23 (2ND PRINTING VARIANT),23
30701,X-Men Legacy (2008) #234,234
29943,Nation X (2009) #4,4
33568,Spectacular Spider-Girl (2009) #11,11
28717,Realm of Kings: Imperial Guard (2009) #5,5
33560,Avengers Vs. Atlas (2010) #3,3
32208,Siege Director's Cut (2010) #1,1
33551,Siege: Embedded (2010) #2 (2ND PRINTING VARIANT),2
27653,Incredible Hulks (2009) #608,608
29065,Iron Man: Armor Wars Prologue (Trade Paperback),0
28941,Ultimate Comics Iron Man: Armor Wars (Hardcover),0
32511,Women of Marvel: Celebrating Seven Decades (2010) #1 (VARIANT),1
30635,Vengeance of the Moon Knight (2009) #6,6
31283,Siege (2009) #3 (DELL'OTTO VARIANT),3
60171,Mighty Thor Vol. 3: The Asgard/Shi'ar War (Hardcover),0
61730,U.S.Avengers (2017) #8,8
61016,Mighty Thor (2015) #21,21
56391,Monsters Unleashed (2017) #4,4
63833,Astonishing X-Men (2017) #1,1
60783,Spider-Man 2099 (2015) #25,25
63844,Deadpool Classic Vol. 18: Deadpool Vs. Marvel (Trade Paperback),0
63845,Deadpool Kills the Marvel Universe Again (2017) #2,2
60157,Amazing Spider-Man: Worldwide Vol. 6 (Trade Paperback),0
63855,Peter Parker: The Spectacular Spider-Man (2017) #2,2
62204,"Patsy Walker, A.K.A. Hellcat! Vol. 3: Careless Whisker(S) (Trade Paperback)",0
63864,X-Men: Gold (2017) #8,8
63860,Secret Empire: Brave New World (2017) #4,4
57216,The Punisher Vol. 2: End of the Line (Trade Paperback),0
63861,Star Wars: Poe Dameron (2016) #17,17
61028,Ms. Marvel (2015) #20,20
63753,Secret Empire (2017) #6,6
63851,Luke Cage (2017) #3,3
63849,Invincible Iron Man (2016) #9,9
62132,Daredevil: Back in Black Vol. 4 - Identity (Trade Paperback),0
61518,All-New Guardians of the Galaxy (2017) #6,6
60174,Ms. Marvel Vol. 7: Damage per Second (Trade Paperback),0
64530,Immortal Iron Fists (2018) #1,1
63843,Black Eyed Peas Present: Masters of the Sun - The Zombie Chronicles (Trade Paperback),0
61358,Amazing Spider-Man: Renew Your Vows (2016) #9,9
62235,The A-Z of Marvel Monsters (Hardcover),0
60973,Doctor Strange (2015) #23,23
63858,Royals (2017) #5,5
60851,The Totally Awesome Hulk (2015) #21,21
60588,Daredevil (2015) #24,24
63212,Iron Man and Power Pack (2017) #6,6
63720,Jean Grey (2017) #4,4
62230,Steve Rogers: Super-Soldier - The Complete Collection (Trade Paperback),0
61538,Hulk (2016) #8,8
63702,Generation X (2017) #4,4
63791,Venom (2016) #152,152
59890,Marvel Universe Ultimate Spider-Man Vs. The Sinister Six Vol. 3 (Digest),0
60538,The Amazing Spider-Man (2015) #30,30
63759,Secret Warriors  (2017) #4,4
61088,The Unbeatable Squirrel Girl (2015) #22,22
63797,Weapon X (2017) #5,5
60746,Old Man Logan (2016) #26,26
62196,New Avengers by Brian Michael Bendis: The Complete Collection Vol. 6 (Trade Paperback),0
61102,Uncanny Avengers (2015) #25,25
61295,Marvel Universe Guardians of the Galaxy (2015) #20,20
63872,Zombies Assemble (2017),0
63671,Black Panther and the Crew (2017) #4,4
63772,Star Wars Legends Epic Collection: The Original Marvel Years Vol. 2 (Trade Paperback),0
60371,The Totally Awesome Hulk Vol. 3: Big Apple Showdown (Trade Paperback),0
63682,Darth Vader (2017) #3,3
62081,Star Wars: Doctor Aphra (2016) #9,9
63697,Edge of Venomverse (2017) #2,2
61474,Doctor Strange And The Sorcerers Supreme (2016) #10,10
63692,Defenders (2017) #3,3
63681,Daken: Dark Wolverine - Punishment (Trade Paperback),0
60607,Deadpool (2015) #33,33
61667,Rocket (2017) #3,3
63733,Monsters Unleashed: Battleground (Trade Paperback),0
63806,X-Men: Blue (2017) #7,7
63793,Vision: Director's Cut (2017) #2,2
63766,Spider-Men II (2017) #1,1
62160,She-Hulk Vol. 1: Deconstructed (Trade Paperback),0
63211,Iron Man and Power Pack (2017) #5,5
63387,Spider-Man/Deadpool (2016) #19,19
61761,The Unstoppable Wasp (2017) #7,7
59377,Empress Book One (Trade Paperback),0
61283,Hawkeye (2016) #8,8
61517,All-New Guardians of the Galaxy (2017) #5,5
60728,Nick Fury (2017) #4,4
61608,Jessica Jones (2016) #10,10
60453,Marvel Masterworks: The Spectacular Spider-Man Vol. 1 (Hardcover),0
63830,True Believers: Spider-Man - Brand New Day (2017) #1,1
63763,Spider-Man: Master Plan (2017) #1,1
60047,Spider-Man: Homecoming - The Art of the Movie Slipcase (Hardcover),0
60587,Daredevil (2015) #23,23
63350,Avengers by Jonathan Hickman Omnibus Vol. 1 (Hardcover),0
63378,Marvel's Thor: Ragnarok Prelude (2017) #1,1
61451,Champions (2016) #10,10
61075,Spider-Man (2016) #18,18
63719,Iron Fist (2017) #5,5
64666,"Doctor Strange, Sorcerer Supreme Omnibus Vol. 1 (Hardcover)",1
63662,Black Bolt (2017) #3,3
63688,Deadpool Kills the Marvel Universe Again (2017) #1,1
62176,Inhumans Vs. X-Men (Hardcover),0
63825,True Believers: Amazing Fantasy Starring Spider-Man (2017) #1,1
59653,Marvel Universe Ultimate Spider-Man Vs. the Sinister Six (2016) #11,11
63817,X-Men: Gold (2017) #7,7
51842,Gamora: Memento Mori (Trade Paperback),0
63379,Monsters Unleashed: Monster-Size (Hardcover),0
60816,Star Wars (2015) #33,33
63385,Secret Empire: Brave New World (2017) #3,3
61381,Avengers (2016) #9,9
63829,True Believers: Spider-Man (2017) #1,1
63780,Star Wars: Rogue One Adaptation (2017) #4,4
60512,All-New Wolverine (2015) #22,22
59952,Star Wars Vol. 5: Yoda's Secret War (Trade Paperback),0
60570,Captain America Epic Collection: Bucky Reborn (Trade Paperback),0
63210,Iron Man and Power Pack (2017) #4,4
60537,The Amazing Spider-Man (2015) #29,29
60652,Fantastic Four Epic Collection: The Master Plan Of Doctor Doom (Trade Paperback),0
32376,New Ultimates Cho Poster (2010) #1,1
33561,Shield Sketchbook (2010) #1,1
31234,Hulk: Let the Battle Begin (2010) #1,1
28959,Wolverine Weapon X Vol. 2: Insane in the Brain (Hardcover),0
33548,Fantastic Four (1998) #575 (2ND PRINTING VARIANT),575
28901,Runaways: Parental Guidance (Hardcover),0
29780,Super Hero Squad (2010) #3,3
28908,Spider-Girl Vol. 12: The Games Villains Play (Digest) (Digest),0
29857,Punishermax (2009) #5,5
33557,Petey (2010) #1,1
30346,Cable (2008) #24,24
29002,Powers (2009) #3,3
29140,Enders Game: Command School (Hardcover),0
33540,Amazing Spider-Man (1999) #624 (YOU'RE FIRED VARIANT),624
29282,Lockjaw and the Pet Avengers Unleashed (2010) #1,1
30299,Amazing Spider-Man (1999) #624,624
31421,X-Men: Pixie Strikes Back (2009) #2,2
30655,Wolverine: Mr. X (2010) #1,1
33549,Ultimate Comics X (2010) #1 (2ND PRINTING VARIANT),1
28769,Avengers/Uncanny X-Men: Utopia (Trade Paperback),0
32210,Super Hero Squad: Get Yer Hero on (Digest),0
31334,The Mystic Hands of Doctor Strange (2010) #1,1
27956,Ultimate Comics Spider-Man (2009) #8,8
32316,Vengeance of the Moon Knight 1-3 Must Have (2010) #1,1
30641,Web of Spider-Man (2009) #6,6
30460,Marvel Adventures Super Heroes (2008) #21,21
28691,Dark X-Men (2009) #5,5
33485,Lockjaw and the Pet Avengers Unleashed (2010) #1 (VARIANT),1
29084,Mighty Avengers: Secret Invasion (Hardcover),0
33559,X-Factor Forever Saga (2010) #1,1
30467,Marvel Spotlight (2005) #49,49
29297,The Twelve: Spearhead (2010) #1,1
27412,Criminal: The Sinners (2009) #5,5
32266,Wonderful Wizard of Oz MGC (2010) #1,1
28789,Ghost Riders: Heaven's on Fire (Trade Paperback),0
30518,S.W.O.R.D. (2009) #5,5
30159,Prelude to Deadpool Corps (2010) #2,2
30679,X-Men Forever (2009) #19,19
32413,Super Hero Squad: Get Yer Hero on (Digest),0
33555,Black Widow Saga (2010) #1,1
32475,X-Men: Hope (2010) #1,1
30442,Invincible Iron Man (2008) #24,24
29194,New Avengers: The Reunion (Trade Paperback),0
29724,Realm of Kings: Son of Hulk (2010) #2,2
31316,"Stephen King's ""N."" (2010) #1",1
5872,Iron Man: Armor Wars (Trade Paperback),0
30600,Ultimate Comics New Ultimates (2010) #1,1
32520,Prelude to Deadpool Corps (2010) #1 (VARIANT),1
31416,X-Men Noir: Mark of Cain (2009) #4 (CALERO VARIANT),4
31466,Amazing Spider-Man (1999) #623 (JUSKO VARIANT),623
30238,Girl Comics (2010) #1,1
30158,Prelude to Deadpool Corps (2010) #1,1
28964,X-Men Forever Vol. 2: The Secret History of the Sentinels (Trade Paperback),0
31425,Iron Man: Demon in a Bottle (Trade Paperback),0
29064,Invincible Iron Man Vol. 1 (Hardcover),0
28914,Spider-Man: American Son (Trade Paperback),0
30644,Wolverine Weapon X (2009) #11,11
33416,Captain America: Reborn (2009) #6 (2ND PRINTING VARIANT),6
29936,Galacta: Daughter of Galactus (2010) #2,2
30528,Spider-Man Noir: Eyes Without a Face (2009) #4,4
29807,Fall of the Hulks: The Savage She-Hulks (2010) #1,1
29615,Weapon X Noir Digital (2010) #1,1
31619,Ultimate Comics New Ultimates (2010) #1 (FOILOGRAM VARIANT),1
29665,Spider-Man Magazine (2008) #10,10
29288,Mighty Avengers (2007) #34,34
31309,Spider-Man Noir: Eyes Without a Face (2009) #4 (CALERO VARIANT),4
28924,Starr the Slayer: A Starr Is Born (Trade Paperback),0
31583,Mighty Avengers (2007) #34 (DEADPOOL VARIANT),34
30712,X-Men Noir: Mark of Cain (2009) #4,4
30298,Amazing Spider-Man (1999) #623,623
30601,Ultimate Comics New Ultimates (2010) #1 (VILLAIN VARIANT),1
31489,Strange Tales (Hardcover),0
16666,ANNIHILATION BOOK 1 HC (Trade Paperback),1
33415,Fall of the Hulks: The Savage She-Hulks (2010) #1 (VARIANT),1
30172,Punisher Max: Butterfly One-Shot (2010) #1,1
28873,Deadpool Team-Up (2009) #895,895
31465,Amazing Spider-Man (1999) #623 (VILLAIN VARIANT),623
32262,Invincible Iron Man MGC (2010) #1,1
31380,Ultimate Comics Avengers (2009) #5,5
28336,Invincible Iron Man (2008) #24 (ZIRCHER VARIANT),24
28750,Amazing Spider-Man Digital (2009) #8,8
54417,Star Wars: Legacy (2006) #45,45
27623,X-Men Forever (2009) #18,18
25334,Halo: Blood Line (2009) #3,3
33554,Second Coming: Prepare (2010) #1,1
29242,Official Handbook of the Marvel Universe A to Z Update (2010) #1,1
31642,X-Men Legacy (2008) #233 (DEADPOOL VARIANT),233
29050,Deadpool (2008) #20,20
31496,Incredible Hulk Vol. 1: Son of Banner (Hardcover),0
29076,Marvel Masterworks: Captain America Vol. 1 Variant (Trade Paperback),0
29967,Iron Man: I Am Iron Man! (2010) #2,2
29834,Thunderbolts (2006) #141,141
24869,Dark Tower: The Battle of Jericho Hill (2009) #4,4
28800,Luke Cage Noir Premiere (Hardcover),0
31271,Ms. Marvel (2006) #50 ( 50 RENAUD VARIANT),50
31504,New Avengers Vol. 12: Powerloss (Hardcover),0
30207,Ultimate Comics Enemy (2010) #2,2
26694,Thor (2007) #607,607
30789,X-Force (2008) #24 (CRAIN VARIANT),24
30404,Ender's Game: Mazer in Prison Special (2010) #1,1
29017,New Avengers (2004) #62,62
26588,The Marvelous Land of Oz (2009) #4,4
33543,Dark Avengers (2009) #13 (2ND PRINTING VARIANT),13
30428,Incredible Hulks (2009) #606 (2ND PRINTING VARIANT),606
31602,Thor (2007) #607 (DEADPOOL VARIANT),607
33539,Phoenix Saga (2010) #1,1
31495,Halo: Helljumper (Hardcover),1
29075,Marvel Masterworks: Captain America Vol. 1 (Trade Paperback),0
30534,Spider-Man: The Clone Saga (2009) #6,6
31597,Secret Warriors (2008) #13 (DEADPOOL VARIANT),13
29942,Nation X (2009) #3,3
31569,Dark Wolverine (2009) #83 (DEADPOOL VARIANT),83
28704,Realm of Kings: Inhumans (2009) #4,4
30382,Dark Wolverine (2009) #82 (2ND PRINTING VARIANT),82
31503,"Models, Inc. (Graphic Novel)",0
30004,Deadpool & Cable Ultimate Collection Book 1 (Trade Paperback),0
31271,Ms. Marvel (2006) #50 ( 50 RENAUD VARIANT),50
30777,Deadpool: Merc with a Mouth (2009) #7 (3RD PRINTING),7
27262,X-Force (2008) #24,24
25188,Fantastic Four (1998) #576,576
31637,X-Factor (2005) #202 (DEADPOOL VARIANT),202
29041,The Marvels Project (2009) #6 (PAREL VARIANT),6
24871,Dark Tower: The Battle of Jericho Hill (2009) #4 (VARIANT),4
30700,X-Men Legacy (2008) #233,233
31505,Spider-Man: Anti-Venom (Trade Paperback),0
25811,Marvel Masterworks: Golden Age Daring Mystery Vol. 2 (Variant) (Hardcover),0
28755,Avengers: The Korvac Saga (Hardcover),0
24682,Captain America: Theater of War (Hardcover),0
24926,Dark Wolverine (2009) #83,83
28766,Daredevil: Lone Stranger (Trade Paperback),0
28392,X-Factor (2005) #202,202
33464,Avengers: The Initiative (2007) #31 (2ND PRINTING VARIANT),31
26014,Ms. Marvel (2006) #50,50
25682,Marvel Adventures Spider-Man (2005) #60,60
31506,Ultimate Comics Iron Man Ultimate Collection (Trade Paperback),0
33545,Deadpool (2008) #18 (2ND PRINTING VARIANT),18
30496,Official Index to the Marvel Universe (2009) #14,14
29063,Incredible Hercules: Sacred Invasion (Hardcover),0
28022,Marvel Masterworks: The Fantastic Four Vol. 12 (Variant) (Hardcover),0
31083,Hulk (2008) #19 (2ND PRINTING VARIANT),19
31502,Marvel Adventures Iron Man/Spider-Man (Digest) (Digest),0
27788,Spider-Man: The Clone Saga (2009) #6,6
29982,Ms. Marvel (2006) #50 (VARIANT),50
28227,Amazing Spider-Man (1999) #622,622
31494,Fantastic Four by Jonathan Hickman Vol. 1 (Hardcover),0
29242,Official Handbook of the Marvel Universe A to Z Update (2010) #1,1
31642,X-Men Legacy (2008) #233 (DEADPOOL VARIANT),233
29050,Deadpool (2008) #20,20
54417,Star Wars: Legacy (2006) #45,45
27623,X-Men Forever (2009) #18,18
25334,Halo: Blood Line (2009) #3,3
33554,Second Coming: Prepare (2010) #1,1
31496,Incredible Hulk Vol. 1: Son of Banner (Hardcover),0
29076,Marvel Masterworks: Captain America Vol. 1 Variant (Trade Paperback),0
29816,Avengers: The Initiative (2007) #33,33
31270,Ms. Marvel (2006) #50 ( 50 RENAUD VARIANT),50
24971,Deathlok (2009) #4,4
30761,Avengers Vs. Atlas (2010) #2 (VARIANT),2
27944,The Stand: Soul Survivors (2009) #4 (VARIANT),4
31497,Spider-Man: Gauntlet Book 1 - Electro & Sandman (Hardcover),0
25372,Hulk (2008) #20,20
31498,Wolverine: Dark Wolverine - The Prince (Trade Paperback),0
28315,Incredible Hercules (2008) #141,141
32671,Guardians of the Galaxy (2008) #23 (DEADPOOL VARIANT),23
25958,Marvels: Eye of the Camera (2008) #6,6
28816,Mighty Avengers: The Unspoken (Hardcover),0
28226,Amazing Spider-Man (1999) #621,621
32669,Web of Spider-Man (2009) #5 (DEADPOOL VARIANT),5
30015,Incredible Hulks (2009) #607 (MCGUINNESS VARIANT),607
31493,Dark Avengers Vol. 2: Molecule Man (Hardcover),0
29049,Deadpool (2008) #19,19
30284,Avengers Vs. Atlas (2010) #2,2
29595,Dark Avengers (2009) #14,14
30402,Doctor Voodoo: Avenger of the Supernatural (2009) #5,5
31085,Hulk (2008) #20 (VARIANT),20
26517,Spider-Woman (2009) #6,6
29009,Guardians of the Galaxy (2008) #23,23
33542,Invincible Iron Man (2008) #21 (2ND PRINTING VARIANT),21
30525,Spider-Man 1602 (2009) #5,5
26974,Uncanny X-Men (1963) #521,521
27804,Deadpool: Merc with a Mouth (2009) #8,8
32670,Dark Avengers (2009) #14 (DEADPOOL VARIANT),14
31787,Doomwar (2010) #1 (MARVEL WOMEN SEVEN DECADES VARIANT),1
25595,Kick-Ass (Hardcover),0
28795,Hulk Vol. 4: Hulk Vs. X-Force (Hardcover),4
30406,Enders Shadow: Command School (2009) #5,5
24762,Daredevil (1998) #505,505
31628,Uncanny X-Men (1963) #521 (DEADPOOL VARIANT),521
28663,2009/2010 Poster (Pop) (2009) #160,160
28049,Black Widow: Deadly Origin (2009) #4,4
25039,Enders Game: Command School (2009) #5,5
28681,2009/2010 Poster (2009) #160,160
25596,Kick-Ass (Hardcover),0
29473,Thor by Dan Jurgens  & John Romita Jr. Vol.2 (Trade Paperback),0
31562,Captain America (2004) #603 (DEADPOOL VARIANT),603
29960,Invincible Iron Man (2008) #22 (2ND PRINTING VARIANT),22
29744,Black Widow & the Marvel Girls (2009) #4,4
28758,Black Panther: Power (Trade Paperback),0
27652,Incredible Hulks (2009) #607,607
26650,The Stand: Soul Survivors (2009) #4,4
33542,Invincible Iron Man (2008) #21 (2ND PRINTING VARIANT),21
30525,Spider-Man 1602 (2009) #5,5
26974,Uncanny X-Men (1963) #521,521
27804,Deadpool: Merc with a Mouth (2009) #8,8
32670,Dark Avengers (2009) #14 (DEADPOOL VARIANT),14
28663,2009/2010 Poster (Pop) (2009) #160,160
28049,Black Widow: Deadly Origin (2009) #4,4
28795,Hulk Vol. 4: Hulk Vs. X-Force (Hardcover),4
30406,Enders Shadow: Command School (2009) #5,5
24762,Daredevil (1998) #505,505
31628,Uncanny X-Men (1963) #521 (DEADPOOL VARIANT),521
28681,2009/2010 Poster (2009) #160,160
25596,Kick-Ass (Hardcover),0
25039,Enders Game: Command School (2009) #5,5
33486,Spectacular Spider-Girl (2009) #10,10
28700,Realm of Kings: Imperial Guard (2009) #4,4
28987,X-Men: Pixie Strikes Back (2009) #1,1
28225,Amazing Spider-Man (1999) #620,620
28690,Dark X-Men (2009) #4,4
27955,Ultimate Comics Spider-Man (2009) #7,7
26048,New Mutants (2009) #10,10
25705,Marvel Adventures Super Heroes (2008) #20,20
27663,Ultimate Comics Armor Wars (2009) #4,4
24866,Dark Tower: The Battle of Jericho Hill (2009) #3,3
28782,Essential Daredevil Vol. 5 (Trade Paperback),0
31600,Tails of the Pet Avengers (2010) #1,1
27020,Vengeance of the Moon Knight (2009) #5,5
28100,Strange (2009) #4,4
28288,Amazing Spider-Man Presents: Jackpot (2009) #2,2
25089,Enders Shadow: Command School (2009) #5,5
31486,Marvel Boy: The Uranian (2010) #2,2
25391,Hulk Vol. 3: Hulk No More (Trade Paperback),0
26989,Uncanny X-Men: First Class (2009) #8,8
33269,Kick-Ass (Hardcover),0
28817,Nextwave: Agents of H.a.T.E. Ultimate Collection (Trade Paperback),0
27350,X-Men: Legacy: Emplate (Hardcover),0
31490,War Machine Vol. 2: Dark Reign (Trade Paperback),2
30403,Enders Game: Command School (2009) #5,5
26234,S.W.O.R.D. (2009) #4,4
31585,New Mutants (2009) #10 (DEADPOOL VARIANT),10
31556,Amazing Spider-Man (1999) #620 (DEADPOOL VARIANT),620
30677,X-Men Forever (2009) #17 (DEADPOOL VARIANT),17
31178,Dark Avengers Poster Book (2010) #1,1
27622,X-Men Forever (2009) #17,17
29856,Punishermax (2009) #4,4
29779,Super Hero Squad (2010) #2,2
27594,Spider-Man & the Secret Wars (2009) #3,3
24868,Dark Tower: The Battle of Jericho Hill (2009) #3 (ZIRCHER VARIANT),3
29167,Marvel 1602 (New Printing) (Trade Paperback),0
33268,Hulk Vol. 3: Hulk No More (Trade Paperback),0
28828,Spider-Man: 24/7 (Trade Paperback),0
28749,Amazing Spider-Man Digital (2009) #7,7
31487,Wolverine: Savage (2010) #1,1
26436,Spider-Man Noir: Eyes Without a Face (2009) #3,3
28114,Ultimate Comics X (2010) #1 (FOILOGRAM VARIANT),1
31477,Iron Man Magazine Special Edition (2010) #1,1
29026,Nova (2007) #34,34
30143,Marvel Heartbreakers (2010) #1,1
32179,Invincible Iron Man (2008) #23 (DEADPOOL VARIANT),23
28793,House of M: Masters of Evil (Trade Paperback),0
28874,Deadpool Team-Up (2009) #896,896
30643,Wolverine Weapon X (2009) #10,10
29947,Deadpool Vol. 3: X Marks the Spot (Hardcover),0
27605,Tails of the Pet Avengers (2009) #5,5
26131,Torch (2009) #5,5
28714,Ultimate Comics X (2010) #1 (SPOILER LINE-UP VARIANT),1
31306,Spider-Man Noir: Eyes Without a Face (2009) #3 (CALERO VARIANT),3
28662,2009/2010 Poster (Pop) (2009) #159,159
32665,Nova (2007) #34 (DEADPOOL VARIANT),34
30469,Siege (2009) #2,2
31515,Hit-Monkey (2009) #1,1
25294,Ghost Riders: Heaven's on Fire (2009) #6,6
31442,Ultimate Comics X (2010) #1 (SPECIAL VARIANT (COVER ONLY)),1
30782,Realm of Kings: Son of Hulk (2010) #1,1
28088,Indomitable Iron Man Black and White (2010) #1,1
28779,Dominic Fortune (Trade Paperback),0
28680,2009/2010 Poster (2009) #159,159
26871,Ultimate Comics X (2010) #1,1
32667,Wolverine: Savage (2010) #1 (DEADPOOL VARIANT),1
27411,Criminal: The Sinners (2009) #4,4
28115,Ultimate Comics X (2010) #1 (VILLAIN VARIANT),1
28335,Invincible Iron Man (2008) #23,23
30144,Marvel Heartbreakers Digital (2010) #1,1
29969,Siege (2009) #2 (DELL'OTTO VARIANT),2
32335,Siege (2009) #2 (QUESADA SKETCH VARIANT),2
24640,Cable (2008) #23,23
30193,Siege: Embedded (2010) #2,2
29567,Star Comics: All-Star Collection Vol. 2 (Graphic Novel),1
32180,Invincible Iron Man (2008) #23 (50/50 VARIANT),23
30356,Criminal: The Sinners (2009) #4,4
33256,Galacta: Daughter of Galactus (2010) #1,1
32298,Siege (2009) #2 (QUESADA VARIANT),2
27510,X-Men Noir: Mark of Cain (2009) #3,3
30781,Realm of Kings: Son of Hulk (2010) #1 (GOLDEN VARIANT),1
28798,Iron Man & the Armor Wars (Digest),0
30717,Captain America: Reborn (2009) #6 (CASSADAY VARIANT),6
28275,Official Index to the Marvel Universe (2009) #13,13
28794,Hulk Visionaries: Peter David Vol. 7 (Trade Paperback),0
26587,The Marvelous Land of Oz (2009) #3,3
28801,Marvel Adventures Spider-Man and the Avengers (Digest) (Digest),0
27305,X-Men Forever (2009) #16,16
29079,Marvel Masterworks: The Fantastic Four Vol. 3 (Trade Paperback),0
27604,Tails of the Pet Avengers (2009) #4,4
54416,Star Wars: Legacy (2006) #44,44
25333,Halo: Blood Line (2009) #2,2
27581,Punisher (2008) #13,13
29016,New Avengers (2004) #61,61
32676,Ultimate Comics Enemy (2010) #1 (FOILOGRAM VARIANT),1
27977,X-Babies (2009) #4,4
25887,Siege: Storming Asgard - Heroes & Villains (2009) #1,1
29889,Fall of the Hulks: Red Hulk (2010) #1,1
29319,Alias Ultimate Collection Book 2 (Trade Paperback),0
29022,Guardians of the Galaxy (2008) #22,22
30787,X-Force (2008) #23 (CRAIN VARIANT),23
28060,Iron Man Vs. Whiplash (2009) #3,3
27549,Avengers: The Initiative (2007) #32,32
29613,Iron Man: I Am Iron Man! (2010) #1,1
30206,Ultimate Comics Enemy (2010) #1,1
26693,Thor (2007) #606,606
30717,Captain America: Reborn (2009) #6 (CASSADAY VARIANT),6
28275,Official Index to the Marvel Universe (2009) #13,13
26587,The Marvelous Land of Oz (2009) #3,3
28801,Marvel Adventures Spider-Man and the Avengers (Digest) (Digest),0
28794,Hulk Visionaries: Peter David Vol. 7 (Trade Paperback),0
30719,Captain America: Reborn (2009) #6 (QUESADA VARIANT),6
32674,Ultimate Comics Enemy (2010) #1 (VILLAIN VARIANT),1
29080,Marvel Masterworks: The Fantastic Four Vol. 3 (Trade Paperback),0
33255,Galacta: Daughter of Galactus (2010),0
27237,Wolverine: Wendigo! (2010) #1,1
29871,Wolverine Origins (2006) #44,44
28791,"House of M: Wolverine, Iron Man & Hulk (Hardcover)",0
25187,Fantastic Four (1998) #575,575
24761,Daredevil (1998) #504,504
33254,Wolverine: Carni-Brawl (2010) #1,1
27261,X-Force (2008) #23,23
30279,Siege: Storming Asgard - Heroes & Villains (2009) #1 (FEMALE LOKI VARIANT),1
29374,Hulk: Son of Hulk - Dark Son Rising (Hardcover),0
29953,Fantastic Four (1998) #575 (WOMEN OF MARVEL VARIANT),575
28757,Avengers: World Trust (Hardcover),0
28818,Official Handbook of the Marvel Universe a to Z Vol. 12 (Hardcover),0
29846,X-Babies (2009) #4 (STAR COMIC VARIANT),4
25681,Marvel Adventures Spider-Man (2005) #59,59
28118,X-Factor (2005) #201,201
26013,Ms. Marvel (2006) #49,49
26285,Secret Warriors (2008) #12,12
28224,Amazing Spider-Man (1999) #619,619
28748,Amazing Spider-Man Digital (2009) #6,6
27232,Wolverine Weapon X (2009) #9,9
28763,Captain America: Road to Reborn (Trade Paperback),0
28083,Doctor Voodoo: Avenger of the Supernatural (2009) #4,4
31082,Hulk (2008) #19 (VARIANT),19
54368,Star Wars: Knights Of The Old Republic (2006) #49,49
26762,Thunderbolts (2006) #140,140
26387,Spider-Man 1602 (2009) #4,4
27994,Marvel Masterworks: Atlas Era Jungle Adventure Vol. 1 (Variant) (Hardcover),1
24662,Captain America (2004) #602,602
28783,Excalibur Visionaries: Alan Davis Vol. 2 (Trade Paperback),0
28805,Marvel Masterworks: Doctor Strange Vol. 4 (Hardcover),0
